16842061361	Jutarnji brzi jog	2025-12-26	3.94	22	10.3	0
16685606570	Avala2	2025-12-08	24.29	119	15.0	0
16684814940	Avala hajk	2025-12-08	4.26	220	4.4	0
16684084154	Avala1	2025-12-08	24.02	288	15.5	0
16642003719	Trc1	2025-12-03	3.5	13	10.2	0
16621829493	Mirijevo	2025-12-01	27.28	290	15.7	0
16488336899	Pupin	2025-11-17	13.53	54	20.1	0
16449824014	Do gyma i kuce	2025-11-13	9.99	38	13.1	0
16406272866	Nedelja kupovina Decathlon	2025-11-09	15.02	72	10.4	0
14932814642	Divnih 70km 🚴 u košulji po vrelini zahvaljujući "bombama"	2025-06-27	53.88	118	17.0	0
14795572750	Veliko grad 2	2025-06-14	10.51	23	8.8	0
13081776387	Vozikam	2024-12-09	4.42	6	16.3	0
13060095160	Svuda po gradu	2024-12-06	33.57	245	13.2	0
12468425085	Tresnja jezero	2024-09-21	84.62	806	13.6	0
12431859679	Blatobran	2024-09-17	19.63	105	14.4	0
12367114560	Blatobran	2024-09-09	23.87	106	13.8	0
12352367761	Do faxa i nazad	2024-09-07	22.75	105	17.1	0
11925398396	Dusa i ja i srce puno uspomenica	2024-07-19	29.7	127	9.7	0
11833405199	Pajson fax	2024-07-07	26.62	123	10.2	0
11658811421	Tarzan plaza	2024-06-15	79.76	82	15.5	0
11545657903	Ada subota jutarnja	2024-06-01	33.17	100	18.5	0
11440227067	Tina i ja	2024-05-18	16.45	55	8.7	0
11388544860	Ada 2 2024	2024-05-11	32.74	106	15.5	0
11341475014	Prva Ada 2024	2024-05-05	34.28	102	15.6	0
11141896140	Tina i ja x2	2024-04-09	8.86	30	10.4	0
11121995066	Tina i ja / 2	2024-04-06	7.01	30	9.0	0
9745305013	Spora ada	2023-08-29	32.71	91	14.2	0
9679060905	Ada brza	2023-08-19	25.04	76	13.6	0
9678213676	Lunch Ride	2023-08-08	95.06	70	0.4	0
9564277428	Laganih 2h kejom	2023-08-01	23.48	73	13.3	0
9521056702	Kruzic oko Ade	2023-07-25	24.14	104	11.8	0
9501956998	Voznja do Avale po gradu (oba smisla) 	2023-07-22	61.38	676	14.4	0
9495284507	Zagrevanje za Avalu	2023-07-21	6.96	38	12.5	0
9449803031	Zlatno jezero turica	2023-07-14	12.77	26	8.2	0
7716786535	Avala ❤️	2022-08-28	58.52	688	13.2	0
7694960439	Velike metanije	2022-08-24	33.81	95	12.7	0
7682582248	Pregrevica	2022-08-22	13.02	50	16.0	0
7681213109	Prvo	2022-08-22	5.09	25	15.5	0
